month_id,year,country_id,country_name,decay_12_cw_ged_dummy_sb_0,decay_12_cw_ged_dummy_ns_0,decay_12_cw_ged_dummy_os_0,l1_ged_dummy_sb,l2_ged_dummy_sb,l3_ged_dummy_sb,l4_ged_dummy_sb,l5_ged_dummy_sb,l6_ged_dummy_sb,l12_ged_dummy_sb,l1_ged_dummy_ns,l2_ged_dummy_ns,l3_ged_dummy_ns,l4_ged_dummy_ns,l5_ged_dummy_ns,l6_ged_dummy_ns,l12_ged_dummy_ns,l1_ged_dummy_os,l2_ged_dummy_os,l3_ged_dummy_os,l4_ged_dummy_os,l5_ged_dummy_os,l6_ged_dummy_os,l12_ged_dummy_os,ln_fvp_population200,ssp2_edu_sec_15_24_prop,ssp2_urban_share_iiasa,fvp_lngdpcap_nonoilrent,fvp_lngdpcap_nonoilrent,fvp_grgdpcap_nonoilrent,fvp_grgdpcap_oilrent,fvp_demo,ln_fvp_timeindep,ln_fvp_timesincepreindepwar,ln_fvp_timesinceregimechange,decay_12_cw_acled_dummy_pr_0,l1_acled_dummy_pr,l2_acled_dummy_pr,l3_acled_dummy_pr,l4_acled_dummy_pr,l5_acled_dummy_pr,l6_acled_dummy_pr,l12_acled_dummy_pr
241,2000,213,Libya,0.0009217522584782159,0.0009217522584782159,0.0009217522584782159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586112913561175,0.61255111,77.881979171826,9.6376435,9.6376435,-0.15125602,0.5944685,0,3.912023005428146,4.248495242049359,3.4965075614664802,0.47193715634084676,0,0,0,0,0,0,0
241,2000,214,Chad,0.9438743126816935,0.7491535384383408,0.8908987181403393,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.029245142934881,0.09591689,11.8237601776073,6.9019213,6.9019213,-0.04550229,0,0,3.713572066704308,4.499809670330265,1.6094379124341003,0.29730177875068026,0,0,0,0,0,0,0
241,2000,222,Egypt,0.7937005259840998,0.04682209615239629,0.29730177875068026,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.163556694398594,0.61255111,57.9942787185458,8.9077959,8.9077959,0.03381396,0,0,4.3694478524670215,4.624972813284271,3.6635616461296463,0.9438743126816935,1,1,0,0,0,0,0
241,2000,235,Uganda,0.9438743126816935,0.7937005259840998,0.9438743126816935,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,10.08748578625474,0.0943623,22.3545939484978,6.9735034,6.9735034,-0.00145827,0,1,3.6635616461296463,4.624972813284271,1.0986122886681098,0.6299605249474366,0,0,0,0,0,0,1
241,2000,237,Kenya,0.6674199270850172,0.9438743126816935,0.1767766952966369,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10.356201415229899,0.41470949,17.710119020724,7.6653247,7.6653247,-0.02141238,0,0,3.6375861597263857,3.8066624897703196,3.6375861597263857,0.9438743126816935,1,0,1,0,1,1,1
241,2000,242,Tanzania,0.0625,0.125,0.7491535384383408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.439367928190187,0.04976286,31.7414578371028,7.301504,7.301504,0.021932,0,1,3.6888794541139363,4.553876891600541,1.9459101490553132,0.28061551207734325,0,0,0,0,0,0,0
241,2000,243,Morocco,0.00292638100952477,0.0009217522584782159,0.0009217522584782159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.269886796834566,0.26734829,35.5627868730208,8.40842,8.40842,0.00676435,0.09987628,0,3.8066624897703196,3.8066624897703196,2.4849066497880004,0.9438743126816935,1,1,1,1,0,0,1
241,2000,244,Mauritania,0.0009217522584782159,0.0009217522584782159,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.904836377424786,0.26734829,31.394809336098,7.9201397,7.9201397,-0.0344845,0,0,3.713572066704308,3.7612001156935624,2.1972245773362196,0.8908987181403393,0,1,0,0,0,0,0
242,2000,40,Cape Verde,0.0008700182794339255,0.0008700182794339255,0.0008700182794339255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.997826790050043,0.34769047,43.969721528838,8.27287717534453,8.27287717534453,0.156993935956025,-0.284721147059005,1,3.258096538021482,4.0664897070570305,3.091042453358316,0.0008700182794339255,0,0,0,0,0,0,0
242,2000,41,Cote d'Ivoire,0.001463190504762385,0.03937253280921478,0.05899214454260585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.722418870566637,0.16444073,47.0225520829093,7.9840692,7.9840692,-0.04626762,0.41363255,0,3.713572066704308,4.74493212836325,3.713572066704308,0.9438743126816935,1,1,1,1,1,0,0
